Loyalty Number,Total Flights_sum,Total Flights_mean,Total Flights_std,Total Flights_max,Distance_sum,Distance_mean,Points Accumulated_sum,Points Accumulated_mean,Points Redeemed_sum,Points Redeemed_mean,max_inactive_streak,flight_trend,redemption_ratio,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,cluster
322193,41,1.7083333333333333,1.4884823513044847,6,61622,2567.583333333333,61622.0,2567.583333333333,1252,52.16666666666666,3,0.0908695652173913,0.0203174191035669,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,2175.62,Standard,2016,4,,,3
322294,18,0.75,1.775436259921341,6,28086,1170.25,28086.0,1170.25,589,24.541666666666668,18,0.1382608695652174,0.020971302428256,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,71737.0,Married,Star,7849.13,Standard,2018,6,,,1
322435,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,50895.0,Married,Nova,7851.9,Standard,2015,12,2016.0,8.0,0
322451,37,1.5416666666666667,1.7189270330434436,5,54255,2260.625,54255.0,2260.625,797,33.208333333333336,4,0.0360869565217391,0.0146898903326882,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,89521.0,Married,Nova,5064.13,Standard,2016,3,,,3
322501,39,1.625,2.01758572901204,6,63813,2658.875,63813.0,2658.875,656,27.33333333333333,5,0.0221739130434782,0.0102800369830598,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,95315.0,Married,Nova,13363.52,Standard,2013,10,,,1
322606,35,1.4583333333333333,1.5316704909195136,5,58256,2427.333333333333,58256.0,2427.333333333333,837,34.875,3,0.0265217391304347,0.0143676187860477,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,81786.0,Single,Aurora,9175.17,Standard,2017,5,,,1
322733,32,1.3333333333333333,1.659404467996214,5,38469,1602.875,38469.0,1602.875,1069,44.54166666666666,6,-0.0095652173913043,0.027788609009852,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,99860.0,Married,Nova,5008.28,Standard,2014,7,,,3
322955,6,0.25,0.8469895538599199,3,11973,498.875,11973.0,498.875,0,0.0,21,0.0521739130434782,0.0,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,73277.0,Divorced,Star,2677.22,Standard,2018,6,,,4
323043,31,1.2916666666666667,1.334465099374755,4,52493,2187.208333333333,52493.0,2187.208333333333,889,37.04166666666666,3,0.0534782608695651,0.0169355914121882,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Married,Star,2230.76,Standard,2016,6,,,3
323068,37,1.5416666666666667,1.6675722177612804,6,55654,2318.9166666666665,55654.0,2318.9166666666665,938,39.083333333333336,4,-0.0221739130434782,0.0168541344737125,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,75638.0,Married,Nova,8719.9,Standard,2013,5,,,1
323099,32,1.3333333333333333,1.307725096316589,4,42507,1771.125,42507.0,1771.125,2092,87.16666666666667,2,-0.0008695652173913,0.0492154233420377,Canada,British Columbia,Vancouver,V1E 4R6,Male,High School or Below,45384.0,Married,Nova,4726.87,Standard,2018,7,,,3
323154,55,2.2916666666666665,1.8052861188782492,6,88662,3694.25,88662.0,3694.25,1759,73.29166666666667,2,0.0247826086956521,0.0198393900430849,Canada,British Columbia,Vancouver,V5R 1W3,Female,Master,81333.0,Single,Nova,6005.85,Standard,2016,3,,,3
323249,24,2.1818181818181817,3.156522827992277,8,29840,2712.7272727272725,44760.0,4069.090909090909,0,0.0,4,0.3454545454545454,0.0,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,34210.0,Married,Nova,6444.08,2018 Promotion,2018,3,,,4
323311,29,1.2083333333333333,1.6412923504696366,5,45343,1889.2916666666667,45343.0,1889.2916666666667,845,35.208333333333336,5,0.0195652173913043,0.0186357320865403,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Aurora,6462.22,Standard,2013,8,,,3
323341,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,73262.0,Married,Star,31934.62,Standard,2015,7,2016.0,3.0,0
323345,55,2.2916666666666665,2.176538269955231,6,94519,3938.2916666666665,94519.0,3938.2916666666665,853,35.541666666666664,4,-0.0360869565217392,0.0090246405484611,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Nova,7439.98,Standard,2014,12,,,1
323424,31,1.2916666666666667,1.5736738147920997,5,59691,2487.125,59691.0,2487.125,0,0.0,6,-0.018695652173913,0.0,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,99897.0,Married,Star,10978.78,Standard,2015,9,,,4
323448,50,2.083333333333333,1.742478661005055,5,84538,3522.4166666666665,84538.0,3522.4166666666665,1457,60.708333333333336,3,-0.0460869565217392,0.0172348529655302,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Star,3021.94,Standard,2015,3,,,3
323542,40,1.6666666666666667,1.7856107630448046,5,55104,2296.0,55104.0,2296.0,2720,113.33333333333331,3,-0.0043478260869565,0.0493612078977932,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,100792.0,Married,Aurora,10571.54,Standard,2015,4,,,1
323593,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Nova,3237.31,Standard,2018,10,,,0
323660,53,4.818181818181818,8.681223206647573,24,74026,6729.636363636364,111039.0,10094.454545454546,0,0.0,2,-0.4727272727272725,0.0,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,76947.0,Married,Star,37111.66,2018 Promotion,2018,2,,,2
323720,25,1.0416666666666667,1.082636342118332,3,32942,1372.5833333333333,32942.0,1372.5833333333333,663,27.625,2,-0.0395652173913043,0.0201262825572217,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,78690.0,Divorced,Star,16706.12,Standard,2015,1,,,1
323735,51,2.125,1.8252456654188869,6,68236,2843.1666666666665,68236.0,2843.1666666666665,1848,77.0,2,-0.05,0.0270824784571194,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,104247.0,Divorced,Nova,2805.18,Standard,2012,10,,,3
323776,10,0.4166666666666667,1.0598058340078629,4,19379,807.4583333333334,19379.0,807.4583333333334,0,0.0,18,0.0730434782608695,0.0,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,68615.0,Divorced,Aurora,7340.5,Standard,2018,6,,,4
323792,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Quebec,Montreal,H4G 3T4,Female,College,,Married,Nova,13752.47,Standard,2015,12,2016.0,7.0,0
323821,70,2.9166666666666665,2.1041711508059557,8,109342,4555.916666666667,109342.0,4555.916666666667,1771,73.79166666666667,2,0.1165217391304347,0.0161968868321413,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,49083.0,Married,Aurora,5297.63,Standard,2016,12,,,3
324013,5,0.2083333333333333,0.832970935693524,4,4666,194.41666666666663,4666.0,194.41666666666663,593,24.70833333333333,14,-0.0178260869565217,0.127089584226318,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,51283.0,Divorced,Nova,4858.43,Standard,2017,7,2017.0,10.0,3
324048,37,1.5416666666666667,1.9105921382756128,6,60442,2518.4166666666665,60442.0,2518.4166666666665,879,36.625,5,0.0404347826086956,0.0145428675424373,Canada,Alberta,Edmonton,T3G 6Y6,Male,High School or Below,73956.0,Married,Star,19582.47,Standard,2012,11,,,1
324049,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Married,Aurora,22041.86,Standard,2015,10,2016.0,6.0,0
324066,9,0.375,1.0555237727226274,4,14059,585.7916666666666,14059.0,585.7916666666666,0,0.0,20,0.0726086956521739,0.0,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Married,Nova,5058.93,Standard,2018,7,,,4
324125,37,1.5416666666666667,1.9995470501583852,6,61456,2560.6666666666665,61456.0,2560.6666666666665,1271,52.958333333333336,4,0.0134782608695652,0.0206814631606352,Canada,Ontario,Toronto,M2Z 4K1,Male,High School or Below,50200.0,Married,Nova,6494.24,Standard,2018,7,,,3
324139,38,1.5833333333333333,1.501207243656184,6,44287,1845.2916666666667,44287.0,1845.2916666666667,634,26.416666666666668,3,0.0008695652173912,0.0143157134147718,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,71269.0,Married,Star,9165.72,Standard,2013,4,,,1
324143,23,0.9583333333333334,1.1220775245117836,4,34653,1443.875,34653.0,1443.875,517,21.541666666666668,4,0.0360869565217391,0.0149193432026087,Canada,Quebec,Montreal,H2T 2J6,Male,Doctor,121241.0,Married,Nova,6838.77,Standard,2014,9,,,1
324242,47,1.9583333333333333,1.7062332443303203,5,71243,2968.458333333333,71243.0,2968.458333333333,0,0.0,2,0.0117391304347825,0.0,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,103058.0,Single,Nova,3105.35,Standard,2014,5,,,4
324248,32,1.3333333333333333,1.5788456616111677,5,43288,1803.6666666666667,43288.0,1803.6666666666667,2360,98.33333333333331,2,0.0199999999999999,0.0545185732766586,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,84988.0,Married,Nova,10656.88,Standard,2013,8,,,1
324295,37,1.5416666666666667,1.6412923504696368,5,59161,2465.0416666666665,59161.0,2465.0416666666665,885,36.875,6,0.1108695652173913,0.0149591791889927,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,68968.0,Married,Aurora,5531.63,Standard,2017,6,,,3
324364,32,1.3333333333333333,1.8336626845141692,6,52978,2207.4166666666665,52978.0,2207.4166666666665,928,38.66666666666666,5,-0.0808695652173913,0.0175167050473781,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Nova,4965.49,Standard,2014,2,,,3
324404,21,0.875,1.261899878892072,4,27217,1134.0416666666667,27217.0,1134.0416666666667,506,21.08333333333333,8,0.0847826086956522,0.0185913216004702,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,87782.0,Married,Star,23594.68,Standard,2017,8,,,1
324506,32,1.3333333333333333,1.8097962092016275,6,34711,1446.2916666666667,34711.0,1446.2916666666667,1049,43.708333333333336,6,0.0043478260869564,0.030220967416669,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,58314.0,Single,Star,5528.21,Standard,2017,5,,,3
324557,34,1.4166666666666667,1.3805061033726995,4,52567,2190.2916666666665,52567.0,2190.2916666666665,645,26.875,2,0.0182608695652173,0.0122700553579241,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Single,Star,3914.72,Standard,2013,2,,,3
324662,38,1.5833333333333333,1.767254482466264,5,76529,3188.708333333333,76529.0,3188.708333333333,1606,66.91666666666667,4,0.0408695652173912,0.0209855087613845,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Nova,7098.91,Standard,2014,5,,,1
324707,31,1.2916666666666667,1.6544844636864109,5,49271,2052.958333333333,49271.0,2052.958333333333,976,40.66666666666666,4,0.0126086956521738,0.0198088124860465,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Married,Star,4572.04,Standard,2013,3,,,3
324713,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,50332.0,Married,Star,5580.96,Standard,2014,12,2016.0,1.0,0
324739,36,1.5,1.6939791077198396,5,46797,1949.875,46797.0,1949.875,497,20.70833333333333,5,0.1513043478260869,0.0106203389106139,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,67467.0,Single,Star,2488.24,Standard,2017,3,,,3
324773,48,2.0,2.021622250010899,6,69658,2902.4166666666665,69658.0,2902.4166666666665,1911,79.625,3,0.0713043478260869,0.0274340348560107,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Single,Star,3692.58,Standard,2012,6,,,3
324801,33,1.375,1.6891598117304405,6,37324,1555.1666666666667,37324.0,1555.1666666666667,973,40.54166666666666,3,0.1143478260869565,0.0260690172543135,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,55040.0,Single,Aurora,5420.36,Standard,2014,7,,,3
324881,39,1.625,1.7398775569112552,6,54548,2272.833333333333,54548.0,2272.833333333333,1705,71.04166666666667,4,0.0430434782608695,0.0312568746791816,Canada,Ontario,Toronto,M2M 6J7,Male,Doctor,241906.0,Divorced,Star,4815.01,Standard,2017,4,,,3
324900,7,0.2916666666666667,0.999093792292346,4,13441,560.0416666666666,13441.0,560.0416666666666,328,13.666666666666666,22,0.0665217391304348,0.0244029462093594,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,65746.0,Divorced,Nova,14590.25,Standard,2018,10,,,1
324997,45,1.875,1.9849980834510517,7,63889,2662.0416666666665,63889.0,2662.0416666666665,2226,92.75,2,0.0282608695652173,0.0348416785362112,Canada,British Columbia,Vancouver,V5R 1W3,Male,Master,81765.0,Single,Aurora,25464.82,Standard,2015,6,,,1
325082,34,1.4166666666666667,1.665941871387048,4,48277,2011.5416666666667,48277.0,2011.5416666666667,1143,47.625,3,0.0382608695652174,0.0236758704973382,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,56959.0,Married,Aurora,5509.38,Standard,2014,1,,,3
325134,35,1.4583333333333333,1.3824731042801417,5,44801,1866.7083333333333,44801.0,1866.7083333333333,603,25.125,3,-0.0073913043478261,0.0134595209928349,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,71009.0,Married,Star,10777.57,Standard,2013,3,,,1
325190,37,1.5416666666666667,1.7687914485336582,6,47935,1997.2916666666667,47935.0,1997.2916666666667,950,39.583333333333336,3,0.0552173913043478,0.0198185042244706,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,101123.0,Married,Nova,9840.08,Standard,2014,10,,,1
325268,37,1.5416666666666667,1.7189270330434434,6,54065,2252.708333333333,54065.0,2252.708333333333,1575,65.625,3,0.0004347826086956,0.0291316008508277,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,91480.0,Divorced,Nova,4347.59,Standard,2013,3,,,3
325367,39,1.625,1.636871352943461,5,59407,2475.2916666666665,59407.0,2475.2916666666665,1408,58.66666666666666,3,-0.0552173913043479,0.0237009106670931,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Married,Star,3444.97,Standard,2017,5,,,3
325379,51,2.125,2.21285768418007,6,85582,3565.9166666666665,85582.0,3565.9166666666665,785,32.708333333333336,4,0.0491304347826086,0.0091724895421934,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Master,110270.0,Single,Star,2309.6,Standard,2016,9,,,3
325382,47,1.9583333333333333,1.7315277663950708,5,84170,3507.083333333333,84170.0,3507.083333333333,1033,43.04166666666666,3,-0.0160869565217391,0.012272781275989,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Single,Nova,6656.71,Standard,2014,5,,,1
325490,44,1.8333333333333333,2.057154359296116,6,74012,3083.833333333333,74012.0,3083.833333333333,0,0.0,3,0.0121739130434782,0.0,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,61099.0,Married,Nova,32725.3,Standard,2017,5,,,1
325498,37,1.5416666666666667,1.6675722177612804,5,50506,2104.4166666666665,50506.0,2104.4166666666665,517,21.541666666666668,3,-0.0143478260869565,0.0102364075555379,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Single,Star,4846.32,Standard,2016,1,,,3
325593,66,6.0,7.58946638440411,24,76962,6996.545454545455,115443.0,10494.818181818182,475,43.18181818181818,2,0.3272727272727274,0.0041145846868151,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Single,Star,12556.95,2018 Promotion,2018,3,,,2
325599,28,1.1666666666666667,1.4645571126562065,4,54704,2279.333333333333,54704.0,2279.333333333333,1662,69.25,3,0.0130434782608695,0.0303816905527932,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,82043.0,Married,Nova,8712.16,Standard,2015,10,,,1
325661,39,1.625,1.6632210760527557,5,63825,2659.375,63825.0,2659.375,2017,84.04166666666667,2,0.018695652173913,0.0316020368194281,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,89119.0,Single,Star,2381.79,Standard,2012,11,,,3
325778,47,1.9583333333333333,1.876146992170892,5,71678,2986.583333333333,71678.0,2986.583333333333,1381,57.54166666666666,4,0.0195652173913043,0.0192667206116242,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,70631.0,Divorced,Aurora,7325.89,Standard,2014,10,,,1
325802,35,1.4583333333333333,1.6675722177612804,6,47027,1959.4583333333333,47027.0,1959.4583333333333,433,18.041666666666668,2,-0.0447826086956521,0.009207476556021,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,94733.0,Married,Star,5879.18,Standard,2016,8,,,3
325830,60,5.454545454545454,8.58328184744782,24,54566,4960.545454545455,81849.0,7440.818181818182,0,0.0,2,-0.6181818181818179,0.0,Canada,Ontario,Kingston,M9K 2P4,Male,Doctor,249817.0,Married,Aurora,5584.96,2018 Promotion,2018,4,,,2
325901,14,0.5833333333333334,1.282547284209001,4,19006,791.9166666666666,19006.0,791.9166666666666,538,22.416666666666668,19,0.1173913043478261,0.0283068504682731,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,76485.0,Single,Nova,7507.46,Standard,2018,7,,,3
325935,41,1.7083333333333333,1.7062332443303203,5,67074,2794.75,67074.0,2794.75,0,0.0,4,0.0995652173913043,0.0,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Single,Nova,3561.6,Standard,2012,7,,,4
326001,40,1.6666666666666667,1.7362294645648624,6,54056,2252.333333333333,54056.0,2252.333333333333,762,31.75,3,-0.0130434782608696,0.014096492526269,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,75152.0,Divorced,Star,8688.75,Standard,2016,1,,,1
326028,9,0.375,1.1349200316590016,4,17707,737.7916666666666,17707.0,737.7916666666666,0,0.0,19,0.0682608695652174,0.0,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,52712.0,Married,Aurora,13869.93,Standard,2018,7,,,4
326069,38,1.5833333333333333,1.7672544824662637,5,48697,2029.0416666666667,48697.0,2029.0416666666667,549,22.875,5,-0.0460869565217391,0.0112737951003141,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,85447.0,Married,Star,5639.94,Standard,2015,9,,,3
326174,4,0.1666666666666666,0.6370220572706061,3,8021,334.2083333333333,8021.0,334.2083333333333,0,0.0,20,0.0321739130434782,0.0,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,59262.0,Married,Star,4014.45,Standard,2018,8,,,4
326234,33,1.375,1.5551457362156014,5,42557,1773.2083333333333,42557.0,1773.2083333333333,840,35.0,3,-0.0691304347826087,0.0197382334281081,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,77632.0,Married,Star,2404.38,Standard,2013,7,,,3
326240,12,0.5,1.2158375177486576,5,22985,957.7083333333334,22985.0,957.7083333333334,541,22.541666666666668,16,-0.0817391304347826,0.0235370894061344,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,58918.0,Married,Star,4938.89,Standard,2014,11,2017.0,8.0,3
326267,33,1.375,1.8132963018384145,5,44438,1851.5833333333333,44438.0,1851.5833333333333,959,39.958333333333336,3,-0.0030434782608695,0.0215806291912327,Canada,Ontario,Kingston,M9K 2P4,Male,High School or Below,39334.0,Married,Star,4957.4,Standard,2014,9,,,3
326272,62,5.636363636363637,7.365768490425521,20,104686,9516.90909090909,157029.0,14275.363636363636,0,0.0,1,-0.0909090909090906,0.0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,53337.0,Married,Star,2727.08,2018 Promotion,2018,4,,,2
326280,58,2.4166666666666665,1.8157922373651016,6,78335,3263.958333333333,78335.0,3263.958333333333,0,0.0,1,0.0208695652173912,0.0,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,104897.0,Single,Nova,5687.9,Standard,2013,5,,,4
326418,35,1.4583333333333333,1.8410575095914816,6,63529,2647.0416666666665,63529.0,2647.0416666666665,1519,63.29166666666666,5,0.0534782608695652,0.0239103401596121,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,68521.0,Married,Nova,6513.61,Standard,2014,7,,,3
326561,11,0.4583333333333333,1.1787674722451364,4,21817,909.0416666666666,21817.0,909.0416666666666,0,0.0,20,-0.0943478260869565,0.0,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,94208.0,Single,Star,4554.56,Standard,2015,1,2017.0,5.0,4
326564,51,2.125,1.8012676695569998,5,58003,2416.7916666666665,58003.0,2416.7916666666665,861,35.875,2,-0.0091304347826087,0.0148440597900108,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,98937.0,Single,Star,5335.38,Standard,2012,6,,,3
326603,39,1.625,1.6100904646471967,5,64505,2687.708333333333,64505.0,2687.708333333333,527,21.95833333333333,4,0.0030434782608695,0.0081699093093558,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,74993.0,Married,Star,11776.0,Standard,2015,8,,,1
326699,38,1.5833333333333333,1.7672544824662637,5,67626,2817.75,67626.0,2817.75,490,20.416666666666668,3,0.0930434782608695,0.0072457338893325,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,91383.0,Married,Nova,2752.66,Standard,2013,6,,,3
326703,11,0.4583333333333333,1.2503622663458174,4,11305,471.0416666666667,11305.0,471.0416666666667,0,0.0,21,0.1004347826086956,0.0,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,55104.0,Married,Nova,4985.24,Standard,2018,9,,,4
326707,43,1.7916666666666667,1.4135729219948652,5,66473,2769.708333333333,66473.0,2769.708333333333,618,25.75,2,0.0491304347826086,0.0092970078076813,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,102894.0,Single,Star,4200.82,Standard,2014,3,,,3
326724,38,1.5833333333333333,1.6396358733271998,5,58772,2448.833333333333,58772.0,2448.833333333333,1176,49.0,4,0.0539130434782608,0.0200095283468318,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,101466.0,Married,Nova,7218.16,Standard,2013,3,,,1
326803,40,1.6666666666666667,1.8097962092016275,6,64907,2704.458333333333,64907.0,2704.458333333333,740,30.83333333333333,3,-0.0147826086956522,0.0114009274808572,Canada,Ontario,Toronto,P1L 8X8,Female,Doctor,274242.0,Married,Nova,10418.31,Standard,2012,11,,,1
326823,37,1.5416666666666667,1.7440374613713625,6,51608,2150.333333333333,51608.0,2150.333333333333,0,0.0,2,-0.0621739130434783,0.0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,71281.0,Married,Star,6978.72,Standard,2016,9,,,4
326905,34,1.4166666666666667,1.6918388932104942,5,53745,2239.375,53745.0,2239.375,704,29.33333333333333,3,-0.0304347826086956,0.0130988929202716,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Married,Star,4068.09,Standard,2017,2,,,3
326961,62,2.583333333333333,1.909169331471644,5,101108,4212.833333333333,101108.0,4212.833333333333,2031,84.625,3,-0.1000000000000001,0.0200874312616212,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Divorced,Star,7619.48,Standard,2013,8,,,1
